username,time,text,tags,locations
Cyprus Rotary,Aug 28,"With a great concerted effort from all #CyprusRotary Clubs we been able to raise and donate to the #Lebanon Crisis in excess of €20000 including food, clothing & medical supplies. Today we sent 3 pallets of various materials. Join our efforts, please contact 99 405 812","['#CyprusRotary', '#Lebanon']",
Pikasso,Aug 28,"We pay tribute to #OurHeroes the First Responders, Firefighters and Medical teams that Rescued, Cured & Relieved the Victims of the Port Explosion. 
.
#Beirutexplosion #4August #Beirut #Lebanon #Compassion #Resilience #Solidarity #PikassoForBeirut #talkaboutlebanon #DOOH","['#talkaboutlebanon', '#Compassion', '#Beirutexplosion', '#OurHeroes', '#PikassoForBeirut', '#Resilience', '#Solidarity', '#Lebanon', '#4August', '#DOOH', '#Beirut']",
Ed Barnett,Aug 28,"As #COVID19 continues to rise sharply in 
 , it was good to join 
@crampling
 & see a new isolation centre set up by 
@UNDP_Lebanon
 with #UKaid funding as well as to learn how Bouar hospital is repurposing its #COVID19 efforts with support from medical supplies from ","['#COVID19', '#UKaid']",
Joe Alam,Aug 28,#HELP Saint George Hospital University Medical Center has sustained severe damages from the recent explosion in #Beirut. Every donation counts to rebuild this hospital - Plz Share #BeirutExplosion #Lebanon #donate,"['#donate', '#HELP', '#Lebanon', '#BeirutExplosion', '#Beirut']",
,,,[],
Yapooshi,Aug 28,"Replying to 
@ray_hadad",[],
free lebanon,Aug 28,"Replying to 
@hed_ziad
 @LBpresidency
 and 
@w_akl",[],
Ron Farra,Aug 28,"Live from #Beirut airport:
Medical equipment
 and FoodBoxes 
 donated by the Lebanese
 Canadian
community and shipped 
thanks 
 to HE Mr Fadi Ziadeh Lebanon’s Ambassador to Canada",['#Beirut'],
PressReleasePoint,Aug 28,"http://tinyurl.com/yyd7ss4v Stamford, Conn.  Aug. 11, 2020  Americares is sending nearly 60 tons of medicine and supplies to hospitals and medical facilities in Lebanon where an explosion in Beiruts port last week left 150 people dead and injured at least 5,000 others.",[],
"Ranaa Zeitouni, CPA",Aug 28,"@IndiaInLebanon
 handed over a consignment of medical aid with 70 boxes of PPEs to #Lebanon   for its fight against #Covid19. @Hamad_hasan20 #Lebanon  #India ","['#Covid19', '#Lebanon', '#India']",
ITEC,Aug 28,"Expressing solidarity
@IndiaInLebanon
 handed over a consignment of medical aid with 70 boxes of PPEs to #Lebanon for its fight against #Covid19

This follows the tranche of 58 MT of medical, food & relief supplies sent to Lebanon in the aftermath of tragic explosions on Aug 4","['#Covid19', '#Lebanon']",
DevelopmentPartnershipAdmn_MEAIndia,Aug 28,"Expressing solidarity
@IndiaInLebanon
 handed over a consignment of medical aid with 70 boxes of PPEs to #Lebanon for its fight against #Covid19
This follows the tranche of 58 MT of medical, food & relief supplies sent to Lebanon in the aftermath of tragic explosions on Aug 4","['#Covid19', '#Lebanon']",
Angie Lillard,Aug 27,Emergency Medical Airlift Arrives in Lebanon in Wake of Explosion #TeamFedEx,['#TeamFedEx'],
ANA-MPA news,Aug 27,"The Greek Navy vessel ""IKARIA"" will depart from Salamina on Friday, September 11, to #Lebanon carrying food, medicine, medical supplies and construction materials",['#Lebanon'],
Kazakh TV,Aug 27,"Kazakh military medical special forces return from Lebanon
#Kazakhstan #kazakhtv #lebanon #militarydoctors #Beirut 

Read more on our website:
https://kazakh-tv.kz/en/view/politics/page_216095_kazakh-military-medical-special-forces-return-from-lebanon…","['#Kazakhstan', '#militarydoctors', '#lebanon', '#kazakhtv', '#Beirut']",
ashrafuloom,Aug 27,"Lebanon Appeal
 Ashraful Aid teams are on the ground assisting with emergency medical and food supplies.

Visit:http://ashrafulaid.org
Call: (011) 809-8181

Donate Today: https://ashrafulaid.org/product/lebanon-emergency-appeal/…

http://ashrafulaid.org
#lebanon
 #emergencyservices #disasterrelief #ashrafulaid","['#emergencyservices', '#disasterrelief', '#ashrafulaid', '#lebanon']",
Mission of the State of Palestine in Ireland,Aug 27,Medical Aid for Palestinians declares healthcare emergency across occupied Palestinian territory and Lebanon,[],
UN Peacekeeping,Aug 27,"As part of the local #COVID19 response, 
@UNIFIL_
 peacekeepers from Nepal 
 delivered medical supplies to host communities in south-eastern Lebanon 
. 

The equipment includes:  
medicine
Masks and PPE
Hand washing supplies

Read more here 
http://ow.ly/t1KG50B8zDd",['#COVID19'],
TV HIEC Chair,Aug 27,"RT 
@LebanonNeeds
: Together we can heal Lebanon 
 #lebanonneeds #Lebanon #healthcare #support #medical #heroes #PPE","['#support', '#medical', '#lebanonneeds', '#healthcare', '#PPE', '#Lebanon', '#heroes']",
UNHCR Lebanon,Aug 27,"UNHCR is strengthening the hospitalisation capacity in #Lebanon by expanding hospitals with additional bed capacity, including medical equipment and supplies, to help ensure treatment for all patients in need, thanks to the support of the EU 
 @EUinLebanon
.",['#Lebanon'],
Lebanon Needs,Aug 27,"Together we can heal Lebanon 
 #lebanonneeds #Lebanon #healthcare #support #medical #heroes #PPE","['#support', '#medical', '#lebanonneeds', '#healthcare', '#PPE', '#Lebanon', '#heroes']",
IFJ,Aug 27,"#Lebanon : 
@SK_Eyes
 Foundation is launching a media recovery fund for the recovery and reconstruction of the Lebanese media sector. It offers medical support, equipment replacement, workplace damage repair, psycho-social support and livelihood support ",['#Lebanon'],
Derrick Branford,Aug 27,"If in Beirut, wear N95 masks at all times. Asbestos released from damaged buildings is a serious and likely threat. 

Will have medical impacts for decades to come. Protect your lungs. 

#LebanonExplosion #Lebanon #BeirutBlast","['#LebanonExplosion', '#BeirutBlast', '#Lebanon']",
ICMPD in Lebanon,Aug 27,"The SEM-funded Swiss Support to IBM in Lebanon project, implemented by ICMPD, donates medical and Search & Rescue equipment to LAF, ISF, GS, LCD, and Tripoli Fire Brigade. 
@LebarmyOfficial
 @DGSG_Security
 @LebISF
 @CivilDefenseLB
 #SAR",['#SAR'],
The PCRF,Aug 26,"This week, we are asking for your support to help provide 11 disabled children in the Middle East medical equipment and other aid, including 11-month-old refugee Ibrahim from Lebanon. Please donate below to help us provide them the help they need. 
https://bit.ly/31u1sBC",[],
AvGeeks News,Aug 26,Cargolux masks a Boeing 747 freighter and performs a medical relief flight to Lebanon. https://air101.co.uk/2020/08/cargolux-masks-boeing-747-freighter-and.html#.X0a_gL49E60.twitter…,[],
operationramzieh,Aug 26,"Join us on 
@cbcallinaday
 as Abbis Mahmoud talks about our first flight to Lebanon with 
@CanadaforLeb
 heading to 
@lebfoodbank
 @soha_zaiter
 made possible with the help of 
@globalmedicdmgf
 and MH Care Medical

#CanadaForLebanon #PrayForLebanon #Canada #Beirut","['#PrayForLebanon', '#CanadaForLebanon', '#Canada', '#Beirut']",
Air101,Aug 26,"Cargolux masks a Boeing 747 freighter and performs a medical relief flight to Lebanon.
http://feedproxy.google.com/~r/Air101/~3/EwlSBcJXQbY/cargolux-masks-boeing-747-freighter-and.html…
#news #travel #avgeek #aviation #airlines #avgeeks","['#aviation', '#travel', '#airlines', '#news', '#avgeeks', '#avgeek']",
Dr Mahmoud ElFiky,Aug 26,"I had the honour to join a Medical Convoy to Lebanon sponsored by the Ministry of Higher Education and Scientific Research, in cooperation with the armed forces, to help patients affected by the port explosion and stand by the brotherly Lebanese people in their ordeal.",[],
Mostafa Haydar,Aug 26,"Replying to 
@LPIA_Lebanon",[],
phoeniz,Aug 26,(97%) help get food and medical supplies to Lebanon,[],
TrueSay,Aug 26,"Britain sent an enormous package of aid and assistance to Lebanon following the devasation of Beirut this month.

Has the media followed up on our generosity, or the amazing work being done by our expert EMT teams and medical specialists?",[],
Gigi O’Connell,Aug 26,Providing food and medical supplies isn't enough. Lebanon needs a MASSIVE financial bailout and will need funds for years to come. The government is failing to provide basic services like trash pickup and electricity. Grocery inflation is through the roof.,[],
ATFL,Aug 26,"Thank you 
@FedExPolicy
 for donating a cargo plane that allowed us to coordinate more than 60 tons of emergency medical supplies to #Lebanon with the help of 
@DirectRelief
 and 
@ANERAorg
. #BeirutCrisisResponse

(
: Direct Relief) 

https://newswire.com/news/atfl-coordinates-13-million-in-medical-supplies-to-lebanon-arrived-21197894…","['#BeirutCrisisResponse', '#Lebanon']",
BeirutRecoveryTrustFund,Aug 26,"Beirut has Worldwide Contributions regarding Medical Aid so Please Help Raise £25,000 and Follow us :

https://gofundme.com/f/beirut-recovery-trust-funding-brtf…

#Charity #News #Beirut #BeirutExplosion #beirutprotests #BeirutInOurHearts #Donate #Pray #Latest #Recovery #Explosion #Blast #Lebanon #All #BeirutRTFund","['#Pray', '#Recovery', '#Explosion', '#BeirutInOurHearts', '#Latest', '#Charity', '#All', '#Donate', '#BeirutRTFund', '#BeirutExplosion', '#Lebanon', '#Blast', '#beirutprotests', '#News', '#Beirut']",
sasha malik,Aug 26,"£30 provides a family with emergency shelter
£35 provides a family with a hygiene kit
£50 provides a family food for 1 month
£100 can help equip medical centres with life-saving supplies
300,000 people are homeless 

LEBANON NEEDS YOUR HELP
DONATE NOW!!!",[],
IAHPC,Aug 26,".
@HibahBalsam
 did you know? ""In response to the tragic explosions in Beirut, Lebanon, INCB is calling upon Govts to facilitate supply of internationally controlled substances (analgesics/sedatives) urgently needed for medical treatment of those affected. https://incb.org/incb/en/news/news_2020/emergency-in-beirut.html…",[],
"Heather A. Holdaway, SHRM-CP",Aug 26,"My grandfather is originally from Lebanon...so this one hits close to home for me! 
 Lend support by donating directly to the 
@RedCrossLebanon
 which will bring medical care and supplies to those in critical need. https://dy.si/bGyxg",[],
خالد مجذوب,Aug 26,"Obviously, the situation is escalating at an alarming rate. The entire medical establishment in Lebanon is in shambles after the horrific explosion. Public awareness and vigilance has never been more important, if we want to effectively slow the spread of the virus. #Lebanon",['#Lebanon'],
Lebanese Kpop Events,Aug 26,"Handover of a medical aid donation offered to Lebanese Army Forces by the Korean Battalion Operating under the UNIFIL represented by the Military Attaché Colonel Jee Hyokeun.The ceremony took place at the Logistics Brigade-Kfarchima
cr: Embassy of the Republic of Korea in Lebanon",[],
GoldHealthInsurance,Aug 26,"Latest updates from medical and programme teams in Gaza, West Bank and Lebanon #HealthCare #health via http://twinybots.ch","['#HealthCare', '#health']",
Øccupy_Yo’self,Aug 26,Medical Aid for Palestinians declares healthcare emergency across occupied Palestinian territory and Lebanon,[],
Afzal Niaz M.D,Aug 26,Lebanon: MSF provides medical and mental health care to victims of Beirut explosion,[],
Radio Free Labo(u)r,Aug 26,"Lebanon Needs: focused on providing sustainable healthcare solutions for poor and underserved Lebanese. (healthcare, housing, food). (Donation page)
St Georges Hospital & University Medical Center: sustained severe damage from the blast, are raising funds to rebuild.",[],
The Logical Indian,Aug 26,"This is the second tranche of India's assistance to Lebanon in the aftermath of tragic explosions of August 4. Earlier, 58 MT of medical, food and relief supplies were delivered to Lebanon on August 14. #India #lebanin #medicalaid #COVID19","['#COVID19', '#medicalaid', '#India', '#lebanin']",
The Marie Colvin Journalists' Network,Aug 26,"The Samir Kassir Foundation (
@SK_Eyes
) has launched the MEDIA RECOVERY FUND for journalists in #Lebanon. This fund can help with medical support, equipment, work environment, trauma & psycho-social support, investigative work & economic livelihood support.",['#Lebanon'],
PIB in KERALA,Aug 26,"India hands over medical aid to #Lebanon to help in its #COVID19 fight

Ambassador 
@SuhelAKhanIFS
 hands over consignment containing PPEs to Health Minister 
@Hamad_hassan20
 

#PIBKochi 
@IndiaInLebanon
 @UNICEFLebanon
 @RedCrossLebanon
 @MOS_MEA
 @IndianDiplomacy
 @DDNewsMalayalam","['#COVID19', '#PIBKochi', '#Lebanon']",
𝓢𝓪𝓶 ◟̽◞̽ ☾,Aug 26,Medical Relief to Lebanon,[],
Harish Kolthuru #HSRK,Aug 26,"India hands over medical aid to Lebanon to help fight COVID-19 
https://shrts.in/oUyx
-via ⁦
@inshorts
⁩",[],
VU365 ™,Aug 26,"Replying to 
@gotellcoco
 @Tiffany36507169
 and 
@FOXNashville",[],
Hindustan Times,Aug 26,"India handed over the second tranche of assistance to Lebanon, including medical supplies and personal protective equipment, in the wake of the devastating explosions in Beirut on August 4. #BeirutBlast",['#BeirutBlast'],
Stigmabase | UN,Aug 26,"Fighting Stigma :  India delivers second tranche of aid to Lebanon: Indian ambassador, Suhel Ajaz Khan, handed over a consignment of medical aid, including 70 boxes of PPE kits, to Lebanon's public health minister ... http://dlvr.it/RfLbPy",[],
⛤ItchyWitch⛤,Aug 26,"Hey guys they are  VERY close to being able to cover the shipping costs of the 5th shipment of medical supplies to Lebanon. Please donate if you can! 
#Lebanonexplosion
#lebanon #Beirut","['#Lebanonexplosion', '#lebanon', '#Beirut']",
