,tweet,username,lang
277,2nd wave is here ould be deadliest  orona lockdown22    httpstwittercomlamsalebanonstatus2233752732253,lamsalebanon,ar
278, corona klo 3ndkon bbeiruttt ,madozworld,ml
279,"hort and long term mentalhealth effects of  coronavirus corona
monicacoronelmd
themamadoc
drmonalidesai
afiza
maudemarillier
ethrates
allaheraren httpstwittercomingsostatus2252853588",lamsalebanon,en
280,orona or no orona staying away from people is always a good idea ,walaaeidy,en
281,"33

 series of day and night shots
unday 7522 with 2hr obligatory lockdown 

ear used nikonusa 72
   oomikkor 73mm f55 
   ikkor 35mm f8

eirut ebanon orona  pictwittercomdxiz",ipr1ncess,en
282,"23

 series of day and night shots
unday 7522 with 2hr obligatory lockdown 

ear used nikonusa 72
   oomikkor 73mm f55 
   ikkor 35mm f8

eirut ebanon orona  pictwittercomdu5uo",ipr1ncess,en
283,"hread 3

 series of day and night shots
unday 7522 with 2hr obligatory lockdown 

ear used nikonusa 72
   oomikkor 73mm f55 
   ikkor 35mm f8

eirut ebanon orona  pictwittercommedg",ipr1ncess,en
284,"7 airplanes from different cities arriving to eirut as for today 
staysafe  orona   stayhealthy httpstwittercomlamsalebanonstatus2233752732253",lamsalebanon,en
285,7esis enno l corona b lebnen felten el ekhir w khayfin y2oulo ,antoishac,ar
286,ollow the recommendations of the ministry of health e responsible healthy  corona   tiktokers octors pictwittercom5a3id,lamsalebanon,en
287,"hos going to lose his job 
uck you orona
uck you hina",joemz26,en
288,ducation will be the lesser of pbs its counterintuitive but forcing into online because of corona will offer accessible rich platforms for poorer communities challenge is rabic content online edu platforms and ebanon can do that solve its pb and export this to rab world,gsbeirut,en
289, dont know if cause the end of corona is soon or they had no other choices,anthonyelkoury,en
290,we barely went to school we got our promgrad cancelled the minister stressed the fuck out of us with a new decision every week  thawracoronahyperinflation in  year i think we deserve to have our exams cancelled if its not safe for us to go stop being pressed xoxo3,mariajuanh,en
291,orona will run away ,geoaw1,en
292,t has been clear that no real solution for corona will be ready in the near future ts only normal to get used to living in this new reality ractice physical distancing wear masks urfew never made sense in the st place artially reopening the country is a good step,dimaabouabdou,en
293,orry bas eza chakhes wahad ma3o corona w mch 3arif w rah 3al piscine w nezil bel may alla yse3edne,umeantheprndl,ar
294,ahahaha w ish bas corona mab3rf saraha enta ayya seneh bs tul 3emra aala wa2ty lamma te3la2 tebbeneh w jabal b tripoli aw ykun ayya shi khassu bl balad nehna tlemiz lunis nkun anti ayya shi bl hayet,ayanayakhni,ar
295,o true as i heard they kept the same prices during the revolution and 55  so it wouldve beeb cheaper bas law ma fi corona,adnan_turkk,en
296,hey are using this lockdown to stop people from protesting and not because of corona ,mikehalwani,en
297,oing back with my memory to december 2 an 22 makes me feel like this was a really long time ago hese corona months have taken so much of our lives,mohammedhsulta3,en
298,ased on todays stats minimum expected death from orona in the    3 rojected deaths based on daily new cases may surpass  if no cure is found anything soon,willytheboy,en
299,o abadan ken 3an ytawil sha3ro owe before corona,ayashfar,en
300,"3adna bl bet mn wara orona
 a3adne b aleb l bet bala balcon mn wara l bargash
hats next 3ish b aleb l tetkhite",ritasalibaa_,ar
301,a fi corona aslan,sfeirnicolas,en
302,k l 5 bi chmel men awal l corona mech lyom ,tonysaliba11,ar
303,aughing at people who spent their birthdays at home thinking this corona shit will be over soon and then noticing my birthday is in a couple of weeks arma is funny sometimes,mouawiaaya,en
304,o idea e all need our moments away mn corona,gbelaur1,en
305,"he use of alcohol
 before corona to party
 during corona to sanitize 
 after corona kill bugs",adnan_turkk,en
306,layalalekhtiar ebanon   ceux qui disent quil ny a pas pire que orona ignorent que cet individu existe  pictwittercomfxo5h5,michelbachour,fr
307,lwahad bado yfakir bel  wala b nar jhannam wala bel hasharat  wala b ade ha ysir l pifpaf wala b corona,nounnzi,ar
308,"ood orning
 rinciple 2
ou should not try to compensate for lost productivity by working longer hours
entalealthwareness corona healthy aturday   pictwittercomhkzmn5",lamsalebanon,en
309,orona or the 3rd week in a row the ratio of global deaths over global infections been decreasing steadily ow stands   ast weak 8 3 weeks ago 7 uts average deaths per country at 5 eat herd immunity social distancing or all eep an eye on next 2 weeks,hishamelamaili,en
310,t wont go away but itll be safe to go out yaane once the vaccine is ready if you get corona you get the vaccine and boom alive bas gher hek eh it might stay forever or a long long time bas safely,supyoufoundjay,en
311,azariyit iza el corona byinte2il bil may aw la2 ma ela me3na li anno bil sayfiye el3alam betkoun fo2 baada bil masebih aane allah yestour w beftekir mahada rah yesbah aw yitchammas aw yekoul ma3 kemmeme,sandrahana0,ar
312,mama 3am tdal m3asbe 3layna kaeno ana w khaye w baye 5tara3na corona,hewwcaptin,ar
313,nce i reached a good level in my mental health orona virus came and  back to zero,razykteich,en
314,hat would you do if you were locked up 3 months without internet orona,mikaelstephany,en
315,hen the old man next to our table sneezed and made a joke about corona little did we know its going to be damn real ,mohammedhsulta3,en
316,f is even profiting off of corona ,alidar_b,en
317,ayde men awal ma balach corona la hala2,tonysaliba11,ar
318,3d corona     pictwittercomdjkwhi,mysm42520786,ar
319,"ack to lockdown in lebanon
est screen isolate
eevaluation of the situation on unday evening 
hank you for being responsible 
 orona coronavirus tayome    pictwittercomh8dybu",lamsalebanon,en
320,hahaha akiiiid postorona,farahkanaan,en
321,"ye bye orona  

hinas coronavirus vaccine facility ready to make millions of doses  httpsnewscgtncomnews2253hinascoronavirusvaccinefacilityreadytomakemillionsofdosesscsyvindexhtml via cgtnofficial",patrickalpha197,en
322,"kay im going to stop smoking today khastan ino iza corona ma newye tfek
ish me luck  pictwittercom323n",sweetlifeofzak,en
323,"he unningruger effect has been popular few days ago 
 have selected some interesting curves to visualize it 
heck the amazing ermany curve  medtwitter epitwitter publichealth publichealthtwitter corona beirut lebanon pictwittercomxucg",lamsalebanon,en
324,ob7an allah bess ajet al corona w nzarab al ensen rj3et al 7ayet la tabi3a ba3ed ma atala al ensen  pictwittercomqam,nonaghobril,ar
325,"7asasiye bi 3yune
7asasiye bi chfefe
7asasiye bi zla3ime
7asasiye bjesme
afase deyi2
afase mch aam ytla3
risit to3tis
it 3atsa bl se3a
 la2 ma ma3e corona
a3e adrab mn lcorona
a3e hasasiye aa hal ta2es
 7a mut
 bye",joyakadi,ar
326,aw ma hal corona knt beje,rayaderjani,en
327,eventually bisir fi vaccine lal corona ,nisigarrix,en
328,if l corona ma3ak is the worst trivago  httpstwittercomdeelafficialstatus22582352,charbeldiab77,en
329,joannedraybi ma btkhaline eje al fi corona,luigiyamin_,ar
330,hada ykhabra enu l corona ma bi3ayyed ma3na  httpstwittercomstatus27327853,its3aj,en
331,"mart
orona
 httpstwittercomafpfrstatus2737328",rayan_haykal,ar
332,ooped up inside your home due to the oronavirus lockdown oday m sharing roductivity tips on how you can stay sane during this lockdown season ow on ecoventure tayome tayane tayomeaveives  orona coronavirus httpdecoventurecom5waystostaysaneduringthislockdown,decoventure,en
333,"lease people of lebanon follow the instructions of mophleb ebanon lopbeirut  therwise it will be a mess  orona   
3moremonths httpstwittercomlamsalebanonstatus2537278875",lamsalebanon,ar
334,eckyuick california state supports its universities financially it no longer has funds so blames it on corona instead of standing up to its responsibilities y granddaughter worked like a dog in  to get straight s to go to erkeley not to study online,lindaramadan5,en
335,orona eep on dreaming  httpstwittercomhrminstatus227332275,elie_n_azar,en
336,"abrouki 
s3ab senne awra w corona",gbelaur1,ar
337,na yali b2ulo bss tekhlas corona w badna n3ml chi w ento both ma fi menkun ,elie_n_azar,ar
338,orona is not dangerous on monday uesday and ednesday ,mikaelstephany,en
339,"
lebanon ovid orona  httpstwittercomfreezerohedgestatus2588838552337",noellezarifeh,en
340,"                  
corona covid
",mohamadali19990,ar
341,azbout eno ma fi orona bl tabi3a bas msh yaane trouho hiking 3 wahad mlaz2in b ba3ed ,ritasalibaa_,ar
342,"72 new corona cases

hats it that is the tweet ",eliewak,en
343,orona  llergies  ue ates  nhiyar l lira  nhiyar,ritasalibaa_,en
344,ma aam lahe2 aa shu li aam yetlaa asraa  imet l dollar am isabet l jdide tabaa corona,odrraa,en
345,"nspired by urgeoneneral   am sharing my way to tayctive at home 
verything you do counts as long as you are moving
oveealthay ealth vs   orona  pictwittercommiuk",lamsalebanon,ar
346,as soon as the wazeer decides on shu ha yseer after quarantine corona hits harder how fishy,luanamonzerr,en
347,remarkable how every holiday becomes a whos the most woke contest i mean you tweet about the black lesbian single mother of five who just lost her job due to corona but what do you actually  for her and so many others,ginanosman,en
348,corona ou pas on fera lamour,charbelnakhleh,en
349,heyre more irresponsible than him by accepting to meet someone who just came back from a country that counts  corona cases,ghidathinifawaz,en
350,"fter 5 days of ovid 3 doctors nurses  staff at  tested  by 
 patients were evaluated for ovid from whom 827 were tested by  35 positive 72 negative
news covid coronavirus  healthcare hospital staff nurses doctors pictwittercom5w7w",saintgeorgehosp,en
351,corona covid coronavirus covid gloves hospital drhsnalkhamali  ahl ebanon  httpswwwinstagramcompkjguwnigshidbvz2r7rb3g,hsnalkhamali,en
352,"oaking up the sun during orona season 
tayome  its not over yet pictwittercomugqro5",talartel,en
353," tay ome
 ear a mask even if you are not sick owever home made tissue mask  multiple layers is enough
 uarantine  selfisolation away from your family
corona tayome      httpstwittercomlamsalebanonstatus252838333",lamsalebanon,en
354,i 8 corona cases b saida new cases mekhtelteen,farahhijazi97,en
355,"hou khasne bel 3alam hasne eno hek 3mbi zido l corona ya khaye tendab l 3alam be byouta kelna 3ena tyeb msh lah ne23d bel zolet 
as l neswen ma bt3rfoun ezm yla7o kel shi jdid hatta be hal wade3",smsaeedd,ar
356,ostcorona plans whos in  httpstwittercomaestheticstweetstatus258585537833,ritasalibaa_,en
357,tw ma shakla woslit corona aa dt  nos lebnen ken tahet  ma bi khafo men shi,gfarahh,ar
358,wm3 l 3ja2a chi 3 sa3at eza mwsm syfeye w m fe corona,malak_kh_a,ar
359,this is sad  we achieved top places in the world elieve itworlds shittiest economyebanonworlds most corruptionlebanon              ,akeelhteit,en
360, ha2 mich 3al wazirmich se3it l badna houwe batal w se3it li badna houwe kharab l denema fina nenkour ta3abo w kell chi em fi yaati alf 3afye mechekle bil libnene li 3eyich 3agheir kawkabdeghre bi oulo chou houwe l coronakello gripea 3alam w3ou,sandrahana0,ar
361, lebnene bala mas2ouliyein ma t2elo fi corona bi ellakk ma kelo grippe w mensoh menoa 3ayne iza inta hal2ad batal w mistahwin l mawdou3 chou zanbna nahnaouh 3ich b ghabe lawahdak w ma te2zinaiza ma badak tenhejir 3al alile ltezim bil kimeme wil kfouf,sandrahana0,ar
362, lebnene bala mas2ouliyein ma t2elo fi corona bi ellakk ma kelo grippe w mensoh menoa 3ayne iza inta hal2ad batal w mistahwin l mawdou3 chou zanbna nahnaouh 3ich b ghabe lawahdak w ma te2zinaiza ma badak tenhejir 3al alile ltezim bil kimeme wil kfouf,sandrahana0,ar
363,mart way to open doors while orona virus is still on the move  pictwittercomsyuxv,ameen_media,en
364,his dark time of the orona pandemic calls to mind how  felt during the long hours of waiting in front of sraeli checkpointshis deprivation of a temporal existence reduced my being to where  did not feel a spaciocidebut a chronocide  httpswwwisasociologyorgfrontendwebuploadsfilesost2ociologypdf,manalkortam,en
365,"his is gonna be my first tattoo
orona please fuck off

incerely yours
ouis unior l age
2882  pictwittercomho5e",louiselhage_,en
366,ove  in the time of orona       pictwittercomibzp,j_zabaneh,ar
367,reat             ,shuaambisir,en
368,"ous pensiez connatre le pire de votre conjoint
orona vous a fait dcouvrir la partie cache de liceberg
t moi celle de moi",edmondrabbath,fr
369,n nehna anti corona mahek  httpstwittercomstatus25827733232,angelicelineee,ar
370,"rt of ovid
corona coronavirus meets conic rtists  pictwittercomwdjgpq2x",decoventure,en
371,i bi dahik eno law ma 3emlo mane3 tajawwol keno l aalam kammalo yedharo aade la corona wala shi ensa l aaj2a aal ter2at,gfarahh,ar
372,m taking my 2th follower on a date aaed orona,sushiwsocks,en
373,"n ebanon  e need a transformation same as deles transformation 
dele ebanon transformation  orona dolar lockdownextension",eliasfzgheib,en
